Drug Name,SMILES,logS,Number of Nodes,Number of Edges,Number of Edge Attributes,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,drugbank_id,Drug Type,chembl
SILYBIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-3.9714419777121535,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL1401508
SILYBIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-0.6875075413751048,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL431701
SILYBIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-4.9125633580779455,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL592675
SILYBIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-3.2037306998917208,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL9509
SILYBIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,1.3238377588486792,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL1551617
SILYBIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-2.992581029293902,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL245121
SILYMARIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-3.1987295064848213,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL1401508
SILYMARIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-2.2638691340071038,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL431701
SILYMARIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,-0.24766345537866208,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL592675
SILYMARIN,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,0.7519469222911175,35,39,3,1,482.4410000000002,5,5,4,155.14000000000001,,Non-Drug,CHEMBL245121
SIMAZINE,CCNC1=NC(=NC(=N1)Cl)NCC,-1.0703536056627065,13,13,2,1,201.661,2,1,4,62.730000000000004,,Non-Drug,CHEMBL1605837
SINCALIDE,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N,-5.750289211869916,78,81,3,1,1143.2900000000004,13,4,33,426.79999999999995,,Non-Drug,CHEMBL1121
SINIGRIN,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,-5.398157717203999,31,34,3,1,432.3810000000001,6,4,4,170.04999999999998,,Non-Drug,CHEMBL487017
SINOMENINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,-1.7895318749352658,46,52,2,1,622.7620000000003,0,8,4,61.860000000000014,,Non-Drug,CHEMBL176045
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,0.2538781319459096,24,27,3,1,329.3960000000001,1,4,2,59.0,,Non-Drug,CHEMBL1740706
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,-6.398684730933636,24,27,3,1,329.3960000000001,1,4,2,59.0,,Non-Drug,CHEMBL1551847
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,-2.425817590985326,24,27,3,1,329.3960000000001,1,4,2,59.0,,Non-Drug,CHEMBL248095
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,-3.5123913628575973,24,27,3,1,329.3960000000001,1,4,2,59.0,,Non-Drug,CHEMBL1555036
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,-0.12414736842811891,24,27,3,1,329.3960000000001,1,4,2,59.0,,Non-Drug,CHEMBL1589951
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,1.0686751531183667,24,27,3,1,329.3960000000001,1,4,2,59.0,,Non-Drug,CHEMBL1591798
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC.C(Cl)(Cl)Cl,-1.8260975983571335,28,30,3,1,448.774,1,4,2,59.0,,Non-Drug,CHEMBL1708061
SINOMENINE,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC.C(Cl)(Cl)Cl,-1.9422937738067647,28,30,3,1,448.774,1,4,2,59.0,,Non-Drug,CHEMBL2133664
SIPONIMOD,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,1.9822578751657236,37,40,3,1,516.6040000000004,1,4,9,62.129999999999995,,Non-Drug,CHEMBL2336071
SIPONIMOD,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O.CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O.C(=CC(=O)O)C(=O)O,-6.230184959813025,82,87,3,1,1149.2799999999995,4,8,20,198.85999999999999,,Non-Drug,CHEMBL4298150
SIPONIMOD,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,-5.828741386075578,37,40,3,1,516.6040000000004,1,4,9,62.129999999999995,,Non-Drug,CHEMBL3188572
SIRTINOL,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O,-2.382058023233144,30,33,3,1,394.4740000000001,2,4,5,61.69,,Non-Drug,CHEMBL197282
SIRTINOL,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O,-5.802197252106858,30,33,3,1,394.4740000000001,2,4,5,61.69,,Non-Drug,CHEMBL198582
SIRTINOL,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O,-5.571467481575912,30,33,3,1,394.4740000000001,2,4,5,61.69,,Non-Drug,CHEMBL380797
SIRTINOL,C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=C(C=C2)Cl,-3.3701863913417682,27,28,3,1,463.2170000000001,3,2,5,53.160000000000004,,Non-Drug,CHEMBL1340458
SM 164,CC(C(=O)NC1CCCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CN(N=N4)CCCCC5=CC=C(C=C5)CCCCN6C=C(N=N6)C(C7=CC=CC=C7)NC(=O)C8CCC9N8C(=O)C(CCCC9)NC(=O)C(C)NC)NC,0.24038313973712633,82,90,3,1,1121.445999999999,6,9,24,242.5,,Non-Drug,CHEMBL1774154
SM 164,CC(C(=O)NC1CCCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CN(N=N4)CCCCC5=CC=C(C=C5)CCCCN6C=C(N=N6)C(C7=CC=CC=C7)NC(=O)C8CCC9N8C(=O)C(CCCC9)NC(=O)C(C)NC)NC,1.2615676751860416,82,90,3,1,1121.445999999999,6,9,24,242.5,,Non-Drug,CHEMBL2137894
SODIUM ARSENATE,O[As](=O)(O)O,1.6518446057600116,5,4,2,1,141.942,3,0,0,77.76,,Non-Drug,CHEMBL2374288
SODIUM ARSENATE,O.O.O.O.O.O.O.O[As](=O)([O-])[O-].[Na+].[Na+],-6.074400420222004,14,4,2,0,312.011,1,0,0,303.92,,Non-Drug,CHEMBL3188962
SODIUM ARSENITE,O[As]=O,-2.1701825978389078,3,2,2,1,107.928,1,0,0,37.3,,Non-Drug,CHEMBL1909222
SODIUM ARSENITE,[O-][As]=O.[Na+],-1.5458742078048466,4,2,2,0,129.91,0,0,0,40.129999999999995,,Non-Drug,CHEMBL1909078
SODIUM BISULFIDE,[Na+].[SH-],-5.044252253374653,2,0,0,0,56.065000000000005,0,0,0,0.0,,Non-Drug,CHEMBL1644699
SODIUM BISULFITE,[O-]S(=O)[O-].[Na+],-0.4255260743139688,5,3,2,0,103.05399999999999,0,0,0,63.19,,Non-Drug,CHEMBL3885299
SODIUM BISULFITE,OS(=O)[O-].[Na+],-3.239893960417729,5,3,2,0,104.06199999999998,1,0,0,60.36,,Non-Drug,CHEMBL1689285
SODIUM BROMATE,OBr(=O)=O,-6.073354202253384,4,3,1,1,128.909,1,0,0,66.35,,Non-Drug,CHEMBL1161635
SODIUM BROMATE,[O-]Br(=O)=O.[Na+],1.5427932087569012,5,3,1,0,150.891,0,0,0,69.17999999999999,,Non-Drug,CHEMBL1348453
SODIUM CHLORATE,[O-]Cl(=O)=O.[Na+],-0.236531902904356,5,3,1,0,106.44,0,0,0,69.17999999999999,,Non-Drug,CHEMBL1559268
SODIUM CHLORATE,[O-]Cl.[Na+],-1.2290174952362243,3,1,1,0,74.44200000000001,0,0,0,23.06,,Non-Drug,CHEMBL1334078
"SODIUM CHLORIDE, DIETARY",[Na+].[Cl-],-3.366596364407051,2,0,0,0,58.443,0,0,0,0.0,,Non-Drug,CHEMBL1200574
SODIUM FLUORIDE,[F-].[Na+],-1.7706545832258795,2,0,0,0,41.988,0,0,0,0.0,,Non-Drug,CHEMBL1528
SODIUM GLUTAMATE,C(CC(=O)[O-])C(C(=O)O)N.[Na+],-6.86089526032586,11,9,2,0,169.112,2,0,4,103.44999999999999,,Non-Drug,CHEMBL2107256
SODIUM HYDROXIDE,[OH-].[Na+],0.21882922668175553,2,0,0,0,39.997,0,0,0,30.0,,Non-Drug,CHEMBL2105794
SODIUM NITRITE,N(=O)O,-1.9248982760727547,3,2,2,1,47.013000000000005,1,0,0,49.66,,Non-Drug,CHEMBL1161681
SODIUM NITRITE,N(=O)[O-].[Na+],-0.4008175159793579,4,2,2,0,68.995,0,0,0,52.489999999999995,,Non-Drug,CHEMBL93268
SODIUM SELENITE,[O-][Se](=O)[O-].[Na+].[Na+],0.706328147850595,6,3,2,0,172.93699999999998,0,0,0,63.19,,Non-Drug,CHEMBL112302
SODIUM SELENITE,O[Se](=O)[O-].[Na+],-4.629066759928611,5,3,2,0,150.95499999999998,1,0,0,60.36,,Non-Drug,CHEMBL2028294
SODIUM SULFIDE,[Na+].[Na+].[S-2],0.027013308592549024,3,0,0,0,78.047,0,0,0,0.0,,Non-Drug,CHEMBL2107611
SODIUM SULFIDE,[Na+].[SH-],-4.4100647350616065,2,0,0,0,56.065000000000005,0,0,0,0.0,,Non-Drug,CHEMBL1644699
SODIUM SULFIDE,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[S-2],-0.193977728555371,12,0,0,0,240.18200000000002,0,0,0,283.5,,Non-Drug,CHEMBL3989793
SOLASODINE,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,-0.6985800478974182,30,35,2,1,413.6460000000002,2,6,0,41.49,,Non-Drug,CHEMBL1964743
SOLASODINE,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,-3.3357426235879126,30,35,2,1,413.6460000000002,2,6,0,41.49,,Non-Drug,CHEMBL518252
SOLASODINE,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,0.10164238433018902,30,35,2,1,413.6460000000002,2,6,0,41.49,,Non-Drug,CHEMBL372484
SOLASODINE,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,-4.693385677188088,30,35,2,1,413.6460000000002,2,6,0,41.49,,Non-Drug,CHEMBL514596
SOLITHROMYCIN,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)(C)F)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C,-4.7686390596714645,60,64,3,1,845.0229999999995,2,5,11,197.86999999999998,,Non-Drug,CHEMBL1232510
SOLITHROMYCIN,CCC1C2(C(C(C(=O)C(CC(CC(C(=O)C(C(=O)O1)(C)F)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C,-5.123566413506939,59,63,3,1,830.9959999999994,2,5,11,197.86999999999998,,Non-Drug,CHEMBL1240704
SOMAN,CC(C(C)(C)C)OP(=O)(C)F,-2.9319815136989016,11,10,2,1,182.17499999999995,0,0,2,26.3,,Non-Drug,CHEMBL15910
SOPHOCARPINE,C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4,-2.7378013942358255,18,21,2,1,246.35399999999993,0,4,0,23.550000000000004,,Non-Drug,CHEMBL377725
SOYASAPONIN I,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,-6.960190446690692,66,73,2,1,943.1340000000005,11,8,9,294.97999999999996,,Non-Drug,CHEMBL511016
SPAUTIN-1,C1=CC(=CC=C1CNC2=NC=NC3=C2C=C(C=C3)F)F,-4.212921921333695,20,22,2,1,271.27,1,3,3,37.81,,Non-Drug,CHEMBL2391504
SPAUTIN-1,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4,-5.40382889163386,29,32,3,1,379.4630000000001,1,4,5,54.88,,Non-Drug,CHEMBL2139947
SPD-304,CC1=CC2=C(C=C1C)OC=C(C2=O)CN(C)CCN(C)CC3=CN(C4=CC=CC=C43)C5=CC=CC(=C5)C(F)(F)F,-5.372694369796436,40,44,3,1,547.6210000000002,0,5,8,41.620000000000005,,Non-Drug,CHEMBL255489
SPHINGOSINE 1-PHOSPHATE,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O,-0.57832616284702,25,24,2,1,379.478,4,0,17,113.01,,Non-Drug,CHEMBL225155
SPHINGOSINE 1-PHOSPHATE,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O,-3.3622623519269803,25,24,2,1,379.478,4,0,17,113.01,,Non-Drug,CHEMBL311190
SPHINGOSINE 1-PHOSPHATE,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O,1.2208568611709154,25,24,2,1,379.478,4,0,17,113.01,,Non-Drug,CHEMBL185016
SPIRODICLOFEN,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl,-1.407757828491187,27,29,3,1,411.32500000000005,0,3,4,52.60000000000001,,Non-Drug,CHEMBL2227839
SPIRODICLOFEN,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=CC(=CC(=C3)Cl)Cl,0.02663922836308341,27,29,3,1,411.32500000000005,0,3,4,52.60000000000001,,Non-Drug,CHEMBL1894707
SPLITOMICIN,C1CC(=O)OC2=C1C3=CC=CC=C3C=C2,1.3848139975808405,15,17,3,1,198.221,0,3,0,26.3,,Non-Drug,CHEMBL86537
SQUALESTATIN 1,CCC(C)CC(C)C=CC(=O)OC1C(C2(OC(C(C1(O2)C(=O)O)(C(=O)O)O)C(=O)O)CCC(=C)C(C(C)CC3=CC=CC=C3)OC(=O)C)O,0.7351353972390227,49,51,3,1,690.7390000000003,5,3,17,223.41999999999996,,Non-Drug,CHEMBL280978
SQUALESTATIN 1,CCC(C)CC(C)C=CC(=O)OC1C(C2(OC(C(C1(O2)C(=O)O)(C(=O)O)O)C(=O)O)CCC(=C)C(C(C)CC3=CC=CC=C3)OC(=O)C)O,-5.7631601185012595,49,51,3,1,690.7390000000003,5,3,17,223.41999999999996,,Non-Drug,CHEMBL1477148
SR 1078,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O)C(F)(F)F,-5.878969555211526,29,30,3,1,431.25399999999996,2,2,3,49.33,,Non-Drug,CHEMBL3094387
SR 144528,CC1=CC=C(C=C1)CN2C(=CC(=N2)C(=O)NC3C(C4CCC3(C4)C)(C)C)C5=CC(=C(C=C5)Cl)C,-4.826585201698544,34,38,3,1,476.06400000000036,1,5,5,46.92,,Non-Drug,CHEMBL381791
SR 144528,CC1=CC=C(C=C1)CN2C(=CC(=N2)C(=O)NC3C(C4CCC3(C4)C)(C)C)C5=CC(=C(C=C5)Cl)C,-5.919762193624203,34,38,3,1,476.06400000000036,1,5,5,46.92,,Non-Drug,CHEMBL381689
SR 48968,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4,-6.954632194628854,38,41,3,1,552.5460000000002,1,4,9,52.650000000000006,,Non-Drug,CHEMBL308148
SR 48968,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4,-1.895596481448286,38,41,3,1,552.5460000000002,1,4,9,52.650000000000006,,Non-Drug,CHEMBL56835
ST 1435,CC(=O)C1(C(=C)CC2C1(CCC3C2CCC4=CC(=O)CCC34)C)OC(=O)C,-4.8778570505596095,27,30,2,1,370.48900000000015,0,4,2,60.440000000000005,,Non-Drug,CHEMBL3707377
STEMREGENIN 1,CC(C)N1C=NC2=C(N=C(N=C21)C3=CSC4=CC=CC=C43)NCCC5=CC=C(C=C5)O,-5.415229637332885,31,35,2,1,429.5490000000002,2,5,6,75.86,,Non-Drug,CHEMBL4303221
STEPHENANTHRINE,CN(C)CCC1=CC2=C(C3=C1C=CC4=CC=CC=C43)OCO2,0.5280579598018669,22,25,2,1,293.3660000000001,0,4,3,21.700000000000003,,Non-Drug,CHEMBL492418
STERIGMATOCYSTIN,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=CC=CC(=C5C2=O)O,-2.4269338600874013,24,28,3,1,324.28800000000007,1,5,1,78.13,,Non-Drug,CHEMBL524291
STEVIOL,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O,-2.6619666038223837,23,26,2,1,318.457,2,4,1,57.53,,Non-Drug,CHEMBL463996
STEVIOL,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O,-1.4933404266309482,23,26,2,1,318.457,2,4,1,57.53,,Non-Drug,CHEMBL1331260
STEVIOSIDE,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,-4.864733070776152,56,62,2,1,804.8800000000006,11,7,9,294.97999999999996,,Non-Drug,CHEMBL444122
STEVIOSIDE,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O,0.3720191214634765,23,26,2,1,318.457,2,4,1,57.53,,Non-Drug,CHEMBL463996
STEVIOSIDE,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O,-6.044241307198144,23,26,2,1,318.457,2,4,1,57.53,,Non-Drug,CHEMBL1331260
STEVIOSIDE,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,-6.508618559325656,56,62,2,1,804.8800000000006,11,7,9,294.97999999999996,,Non-Drug,CHEMBL25147
STF 083010,C1=CC=C2C(=C1)C=CC(=C2C=NS(=O)(=O)C3=CC=CS3)O,0.9316147811262177,21,23,3,1,317.39099999999996,1,3,3,66.73,,Non-Drug,CHEMBL1538026
STF 083010,C1=CC=C2C(=C1)C=CC(=C2C=NS(=O)(=O)C3=CC=CS3)O,1.056718842378352,21,23,3,1,317.39099999999996,1,3,3,66.73,,Non-Drug,CHEMBL3192687
STIGMASTEROL,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,-3.4866831104549436,30,33,2,1,414.71800000000025,1,4,6,20.23,,Non-Drug,CHEMBL221542
STIGMASTEROL,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,-0.0007258351730010659,30,33,2,1,412.7020000000002,1,4,5,20.23,,Non-Drug,CHEMBL400247
STO 609,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O,-4.325856253475561,24,28,3,1,314.30000000000007,1,5,1,71.67,,Non-Drug,CHEMBL1182777
STRYCHNINE,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,0.9651187996941513,25,31,3,1,334.41900000000004,0,7,0,32.78,,Non-Drug,CHEMBL1609139
STRYCHNINE,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,-1.0630841326968241,25,31,3,1,334.41900000000004,0,7,0,32.78,,Non-Drug,CHEMBL33495
STRYCHNINE,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,-4.370560319714949,25,31,3,1,334.41900000000004,0,7,0,32.78,,Non-Drug,CHEMBL227934
STRYCHNINE,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75.C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75.OS(=O)(=O)O,-0.34424999536470047,55,66,3,1,766.9170000000004,2,14,0,140.16,,Non-Drug,CHEMBL2103753
STYRENE,C=CC1=CC=CC=C1,-0.9011673015708483,8,8,3,1,104.15199999999997,0,1,1,0.0,,Non-Drug,CHEMBL285235
SULFORAFAN,CS(=O)CCCCN=C=S,-5.979936238195834,10,9,2,1,177.294,0,0,5,29.43,,Non-Drug,CHEMBL48802
SULFUR DIOXIDE,O=S=O,-5.80836419046328,3,2,1,1,64.065,0,0,0,34.14,,Non-Drug,CHEMBL1235997
SULFUR DIOXIDE,NS(=O)(=O)O,-0.8693506451949009,5,4,2,1,97.09499999999998,2,0,0,80.39,,Non-Drug,CHEMBL68253
SULINDAC SULFIDE,CC1=C(C2=C(C1=CC3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O,-2.398809163231787,24,26,3,1,340.41900000000004,1,3,4,37.3,,Non-Drug,CHEMBL18797
SULINDAC SULFONE,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,-3.5484369413904053,26,28,3,1,372.4170000000001,1,3,4,71.44,,Non-Drug,CHEMBL488025
SUNPHENON,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,-2.5342089462616224,33,36,3,1,458.37500000000017,8,4,3,197.36999999999998,,Non-Drug,CHEMBL297453
SUPLATAST TOSILATE,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O.CC1=CC=C(C=C1)S(=O)(=O)[O-],-0.4810541942826463,33,33,3,1,499.6510000000002,2,2,11,124.99000000000001,,Non-Drug,CHEMBL115435
SUPLATAST TOSILATE,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O,-5.519371765006172,22,22,3,1,328.454,2,1,10,67.79,,Non-Drug,CHEMBL1180156
SURFACTIN PEPTIDE,CC(C)CCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O,-1.216270312611078,73,73,2,1,1036.3629999999994,9,1,24,304.59999999999997,,Non-Drug,CHEMBL508272
SYNEPHRINE,CNCC(C1=CC=C(C=C1)O)O,-0.6883274080207267,12,12,2,1,167.208,3,1,3,52.489999999999995,,Non-Drug,CHEMBL33720
SYNEPHRINE,CNCC(C1=CC=C(C=C1)O)O,-2.918715221978199,12,12,2,1,167.208,3,1,3,52.489999999999995,,Non-Drug,CHEMBL443893
T 0070907,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)NC2=CC=NC=C2)Cl,-1.566415226872854,19,20,3,1,277.66700000000003,1,2,3,85.13,,Non-Drug,CHEMBL510698
T 614,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,-0.1853567289277951,26,28,3,1,374.3740000000001,2,3,6,114.71,,Non-Drug,CHEMBL2107455
T-2 TOXIN,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,-4.658454742010405,33,36,2,1,466.5270000000004,1,4,6,120.89000000000001,,Non-Drug,CHEMBL1703795
T-2 TOXIN,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,-2.5009009347576505,33,36,2,1,466.5270000000004,1,4,6,120.89000000000001,,Non-Drug,CHEMBL152423
T-2 TOXIN,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,-0.829403720364688,33,36,2,1,466.5270000000004,1,4,6,120.89000000000001,,Non-Drug,CHEMBL1989781
T-2 TOXIN,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,1.7705613009222567,33,36,2,1,466.5270000000004,1,4,6,120.89000000000001,,Non-Drug,CHEMBL152724
T-BUTYLOXYCARBONYL-METHIONYL-LEUCYL-PHENYLALANINE,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC(=O)OC(C)(C)C,-0.28303359458868194,35,35,3,1,509.66900000000027,4,1,13,133.82999999999998,,Non-Drug,CHEMBL1770296
TABUN,CCOP(=O)(C#N)N(C)C,0.2599642954713568,10,9,3,1,162.129,0,0,3,53.330000000000005,,Non-Drug,CHEMBL446997
TABUN,CCOP(=O)(C#N)N(C)C,-4.954056351776623,10,9,3,1,162.129,0,0,3,53.330000000000005,,Non-Drug,CHEMBL1097650
